,,Bertrand,3rd lie: Being liked by people is the most important thing.,5,,Leftovers,"I was adopted, you know. My family was nice enough. Older brothers were smart. Always clapping back with something interesting. I wasn't in on the joke most of the time, but I was from a different planet. Looked different, spoke different. It couldn't be helped, how they picked on me. But when I found cooking, their faces! That was a place I understood, the feel of a salt pinch, a noseful of earthy oregano. I created experiences. I gave them my whole world in a bite, and that was everything.",,
,,Bertrand,Appears when using interact button without keyword. Varies with ludcidity level.,6,,Lucid6,Every time I wrote home ...,,
,,Bertrand,3rd lie confrontation: They only loved me for what they could get from me.,6,,Hologram,"Ever feel like you'll just die if people don't like you? I've given myself to people one ingredient at a time, and now, there's nothing left. I can see through my skin. Dead, yes, but maybe I've been like this from the very beginning. My parents only took me seriously when there was something they could get from me. I'd pour my heart into letters, sprinkle them with vanilla, and they'd hologram me back asking for money. Mr. Descartes was the same, in the end. I have advice, if you'll take it. Be kind. Make others feel seen.",,
,,Bertrand,,,,Gun,,,
,,Bertrand,,,,Chef's knife,A dull knife is a dangerous knife.,,
,,Bertrand,,,,Soup,,,
,,Bertrand,,,,Statuette,,,
,,Bertrand,,,,Filing cabinet,,,
,,Bertrand,,,,GRAPS,Grappling hooks? No way to get to the roof from here.,,
,,Bertrand,,,,Office,,,
,,Bertrand,,,,Lucid Ghosts,,,
,,Bertrand,,,,Computer,,,
,,Bertrand,,,,Company,,,
,,Bertrand,,,,Mop,,,
,,Bertrand,,,,Extinction event,,,
,,Bertrand,,,,Back of the head,Has my hairnet slipped? Oops.,,
,,Bertrand,,,,Poison,,,
,,Bertrand,,,,Mother,,,
,,Bertrand,,,,Traces of blood,,,
,,Bertrand,,,,Protect,,,
,,Bertrand,,,,Update,,,
,,Bertrand,,,,Broken door,,,
,,Bertrand,,,,Photo,,,
,,Bertrand,,,,Tickets,,,
,,Bertrand,,,,Exposed spectral energy,,,
,,Bertrand,,,,Taser,,,
,,Bertrand,,,,Lunch,,,
,,Bertrand,,,,Resignation,,,
,,Bertrand,,,,Birdie,I play badminton on the weekends. Killer arm.,,
,,Bertrand,,,,Wet paint,,,
,,Hume,Confused answer 1,0,,When given a keyword they can't yet give an answer to,... The actuator is faulty. We'll have to replace it...,,
,,Hume,Confused answer 2,0,,When given a keyword they can't yet give an answer to,"... If the choke holds, we can channel the spectral energy though the oscillator...",,
,,Hume,Confused answer 3,0,,When given a keyword they can't yet give an answer to,"... Watch your hands, that's pure spectral energy. It'll fry you inside out...",,
,,Hume,,0,Y,Hume,"I'm Hume, the engineer. I work on designs and stuff. Rousseau helps me with the spectral side of things. I think I'm pretty dependable, but everything happened so fast.",,
,,Hume,Appears when using interact button without keyword. Varies with ludcidity level.,0,,Lucid0,Wh-what's going on? I can't remember anything. Who am I?,,
,,Hume,,1,,Rene,,,
,,Hume,,1,,Rousseau,,,
,,Hume,,1,,Locke,,,
,,Hume,,1,,Bertrand,,,
,,Hume,,1,,Immanuel,,,
,,Hume,1st lie: The machine I helped build is safe and good,1,Y,GRAPS,"The Ghost Retrieval And Processing System. It's state of the art. It detects illucid ghosts and retrieves them from a distance. It's safer than sending people to bottle them, and it's faster. I'm pretty proud I played a part in setting it up here on Aris. It's safe and the design makes sense.",,
,,Hume,Appears when using interact button without keyword. Varies with ludcidity level.,1,,Lucid1,I'm proud of that machine.,,
,,Hume,1st lie confrontation,2,Y,Extinction event,"I thought maybe something was off with the GRAPS. They said it would identify and target illucid ghosts, but there's no functionality for that. It looked like it just does it indiscriminately. And the batteries were massive. Way too big for the number of ghosts that are likely to appear on Aris in a hundred years. It's like Descartes Power was expecting some kind of extinction event. Or they weren't waiting for people to die first. But I don't know. I didn't want to bring it to Rene, 'cause I wasn't sure, so I put off for a few days.",,
,,Hume,Appears when using interact button without keyword. Varies with ludcidity level.,2,,Lucid2,Something was strange about the GRAPS's design...,,
,,Hume,2nd lie: I am still alive,3,Y,Filing cabinet,"Rousseau and I split up after I told them everything. I went to find Rene, to tell him that I killed Rousseau, like he asked. I knocked on the open door, and told him. Straight face, no sweating. I was weirdly calm. He seemed relieved, but maybe still a bit jumpy. When I turned to go find Rousseau and help them destroy the GRAPS, I hit my elbow on the file cabinet, hard. So hard there was blood. Rene nearly leapt from his seat. I just laughed it off and hurried to the workshop.",,
,,Hume,Appears when using interact button without keyword. Varies with ludcidity level.,3,,Lucid3,Should I come in tomorrow?,,
,,Hume,2nd lie confrontation,4,Y,Broken door,"Rene had locked the door when I got there. Somehow, he'd found out that I hadn't killed Rousseau. I didn't even think of breaking in, but then he started yelling. Saying that he was calling the Aris bank. That he'd make sure they tossed my family into the street. I just saw red. I shot out the lock and broke in, and pulled out the gun. I was going to kill him. Descartes Power was a big corporation. They could do stuff like throw people out of their homes. I couldn't let that happen. But I hesitated, and then suddenly Bertrand was there. He must have heard me gunshot. He tried to take the gun from me and we stumbled into the filing cabinet. There was a searing pain on the side of my head for a split second. Then there was nothing. I guess that means I'm dead.",,
,,Hume,Appears when using interact button without keyword. Varies with ludcidity level.,4,,Lucid4,Wait... was it locked?,,
,,Hume,3rd lie: It's okay to do bad things to keep my family safe,5,Y,Tickets,"When I asked Rene about the GRAPS, he got very angry. I just stood there. He said that my family would die, even if I told people. There was no stopping it. The GRAPS would be activated no matter what. But if I stayed quiet, he would get me and my family out. I agreed. I agreed to let everyone else die because I love my family. They're all I have, and they're the ones that depend on me, not everyone else. I have to look out for them, even if it means hurting other people. A day later, we had tickets off-planet for the date of the GRAPS activation.",,
,,Hume,Appears when using interact button without keyword. Varies with ludcidity level.,5,,Lucid5,My family will be safe.,,
,,Hume,3rd lie confrontation,6,Y,Photo,"Me and Rousseau go way back. When they came to Aris, they came alone. We worked on some jobs together and we became friends. They came over for dinner. They played with my kids. We used to have beers after work in this pub on the south end of town. They told me that I was like the sister they never had. I laughed it off, but I felt it too. They were family. And I depended on them as much as they depended on me. I could talk to them about work, and about how worried I was about my finances. Stuff I couldn't tell anyone else. And I would have just left them behind. That's not right. It's not.",,
,,Hume,Appears when using interact button without keyword. Varies with ludcidity level.,6,,Lucid6,My family... all of my family?,,
,,Hume,,,,Gun,,,
,,Hume,,,,Chef's knife,,,
,,Hume,,,,Elevator,,,
,,Hume,,,,Soup,,,
,,Hume,,,,Statuette,,,
,,Hume,,,,Office,,,
,,Hume,,,,Lucid Ghosts,,,
,,Hume,,,,Computer,,,
,,Hume,,,,Company,,,
,,Hume,,,,Mop,,,
,,Hume,,,,Back of the head,,,
,,Hume,,,,Poison,,,
,,Hume,,,,Mother,,,
,,Hume,,,,Traces of blood,,,
,,Hume,,,,Protect,,,
,,Hume,,,,Update,,,
,,Hume,,,,Exposed spectral energy,,,
,,Hume,,,,Taser,,,
,,Hume,,,,Lunch,,,
,,Hume,,,,Resignation,,,
,,Hume,,,,Birdie,,,
,,Hume,,,,Wet paint,,,
,,Hume,,,,Leftovers,,,
,,Hume,,,,Hologram,,,
,,Hume,,,,Rat poison,,,
,,Hume,,,,Pantry,,,
,,Immanuel,Confused answer 1,0,,When given a keyword they can't yet give an answer to,"... Ask what Watson thinks. He has great ideas. Oh, he has his head in a bucket most of the time, but when he surfaces, thoughts like soap bubbles. I'm telling you: shiny, fleeting brilliance.... ",,
,,Immanuel,Confused answer 2,0,,When given a keyword they can't yet give an answer to,"... Chilly in here, isn't it? It's the air conditioning. They want us sleepy. Docile... ",,
,,Immanuel,Confused answer 3,0,,When given a keyword they can't yet give an answer to,"... Out, damned spot! Watson! ...",,
,,Immanuel,Name,0,Y,Immanuel,"Immanuel... brawk! Don't go spreading it around. Descartes has planted snakes in the pipes. I heard they've been outfitted with mics, non-stick collars so they don't go sliding off as they inch around and peek through the grates. Orders straight from the top, I heard, but I doubt even Rene knows about it. This goes deep.",,
,,Immanuel,Appears when using interact button without keyword. Varies with ludcidity level.,0,,Lucid0,Brawk! No voices in my head. Go before they bug you in your sleep.,,
,,Immanuel,,1,,Rene,,,
,,Immanuel,,1,,Rousseau,,,
,,Immanuel,,1,,Locke,,,
,,Immanuel,,1,,Bertrand,,,
,,Immanuel,1st lie: I don't believe anyone. ,1,,Bathroom stall,"I'm the only one here who can see through the web of lies, the only one not bugged. It's taken me months to piece it together, but all the main players, the engineers, the manager of this facility, they're controlled through ear pieces and microchips, thoughts fed straight to their synapses. It's like talking to a bunch of flightless drones. That's why why I didn't believe the boss when he took me aside with Bertrand, the cook. Me, Watson, and Bertrand, we're the only ones unimportant enough to be free of the network. The boss showed us footage of two GRAPS employees—the ghost tech and head engineer—collecting guns from the security office. I didn't believe the boss for a second. All of the security footage around here goes through a red-light filter that removes all signs of corporate espionage. He must have bypassed the filter somehow and showed us exactly what he wanted. ",,
,,Immanuel,Appears when using interact button without keyword. Varies with ludcidity level.,1,,Lucid1,Need more string. And coins. And others shiny things... ,,
,,Immanuel,1st lie confrontation: I believed Rene. ,2,,Employee of the month card,"You're right, I believed him, the boss. That card made me proud of my work. Soft. He must have planted it weeks in advance. The web is so complex, even I get confused sometimes. But in my defense, the video he showed us was convincing. It's hard to fake a video so quickly. It takes a long time to send data all the way to corporate. I've looked at the surveillance wiring and checked the footage at night when Locke steps out of his office. Brawk—I suppose he's dead now. ",,
,,Immanuel,Appears when using interact button without keyword. Varies with ludcidity level.,2,,Lucid2,He said I was doing important work. That's what I've been saying all along.,,
,,Immanuel,2nd lie: I'm still alive,3,,GRAPS,"Grawp! The device? It was built to suck souls from living people on other planets. I've known that from the beginning, but no one believes me. At least... no, Rousseau, the ghost tech, did. After the boss showed me the video of them and Hume stealing guns, I went to confront them. That's when Rousseau confirmed it, the device's true purpose. Rousseau must have removed their chip somehow, unplugged. They're in the real world as much as me. I wonder if Hume is unplugged too.",,
,,Immanuel,Appears when using interact button without keyword. Varies with ludcidity level.,3,,Lucid3,A machine that powerful? It doesn't stop at ghosts.,,
,,Immanuel,2nd lie confrontation:,4,,Hume,"That's right. Hume is dead. How did I forget? Am I telling myself lies? How deep does this conspiracy go, if I'm also affected? I thought I was the only one who could see through it, see the spidery lines. But ... oh. When Rousseau and I went to stop the boss before he could activate the device, we found Hume's body in the boss's office. That's when I realized the boss was part of the conspiracy all along. I believed him, got fooled by the video footage. Nothing usually gets past me, I see past everything. But Hume's body shocked me. And when we ran, the boss pulled out a gun, my body wrenching back, uniform blooming with blood and... that's it. I'm dead, aren't I?",,
,,Immanuel,Appears when using interact button without keyword. Varies with ludcidity level.,4,,Lucid4,Who's controlling the engineer? ,,
,,Immanuel,3rd lie: My ex left because of a conspiracy.,5,,Wet paint,"You can't trust anyone. They're doomed to let you down. It's inevitable—they don't even have control over it. Take my ex. She walked out like I meant nothing. She was brainwashed by the paint fumes in her watercolour set. They had these calming, horrible names, making her want to be somewhere else: serenity, woodsman, citrine, alabaster. She was doomed the moment her brush hit the canvas.",,
,,Immanuel,Appears when using interact button without keyword. Varies with ludcidity level.,5,,Lucid5,The pigment overlords!,,
,,Immanuel,3rd lie confrontation: I didn't listen to the person who mattered the most.,6,,Birdie,"I thought exposing truths would prove things weren't my fault. But I realize now it was about control. Over the world around me, over myself. I refused to listen to anyone's opinion but my own. That's why she left. Birdie. She wanted me to look beyond my own beak. To listen to what she wanted. I was so squawking self-centered. Now I'm more alone than I've ever been. If you have someone, pay attention. Don't justify their needs away like I did.",,
,,Immanuel,Appears when using interact button without keyword. Varies with ludcidity level.,6,,Lucid6,Her signature ...,,
,,Immanuel,,,,Gun,,,
,,Immanuel,,,,Chef's knife,,,
,,Immanuel,,,,Elevator,,,
,,Immanuel,,,,Soup,,,
,,Immanuel,,,,Statuette,,,
,,Immanuel,,,,Filing cabinet,,,
,,Immanuel,,,,Office,,,
,,Immanuel,,,,Lucid Ghosts,,,
,,Immanuel,,,,Computer,,,
,,Immanuel,,,,Company,,,
,,Immanuel,,,,Mop,"Who, Watson? Sure, tell him whatever you like. He's a great listener.",,
,,Immanuel,,,,Extinction event,,,
,,Immanuel,,,,Back of the head,,,
,,Immanuel,,,,Poison,,,
,,Immanuel,,,,Mother,,,
,,Immanuel,,,,Traces of blood,,,
,,Immanuel,,,,Protect,,,
,,Immanuel,,,,Update,,,
,,Immanuel,,,,Broken door,,,
,,Immanuel,,,,Photo,,,
,,Immanuel,,,,Tickets,,,
,,Immanuel,,,,Exposed spectral energy,,,
,,Immanuel,,,,Taser,,,
,,Immanuel,,,,Lunch,,,
,,Immanuel,,,,Resignation,,,
,,Immanuel,,,,Leftovers,,,
,,Immanuel,,,,Hologram,,,
,,Immanuel,,,,Rat poison,,,
,,Immanuel,,,,Pantry,,,
,,Locke,Confused answer 1,0,,When given a keyword they can't yet give an answer to,... All's well here. Nothing on the monitors...,,
,,Locke,Confused answer 2,0,,When given a keyword they can't yet give an answer to,... Still in his office. Doesn't he take breaks or somethin'? Damn...,,
,,Locke,Confused answer 3,0,,When given a keyword they can't yet give an answer to,... Gotta call in. Update. They'll be gettin' impatient...,,
,,Locke,,0,Y,Locke,Name's Locke. Security guard. That's it. Nothing else goin' on. Well... I had a side gig. But I got found out. Or somethin'.,,
,,Locke,Appears when using interact button without keyword. Varies with ludcidity level.,0,,Lucid0,Whoa. I can't even remember my name.,,
,,Locke,,1,,Rene,,,
,,Locke,,1,,Hume,,,
,,Locke,,1,,Rousseau,,,
,,Locke,,1,,Bertrand,,,
,,Locke,,1,,Immanuel,,,
,,Locke,1st lie: I'm still alive.,1,Y,Statuette,"He jumped me when I left his office. What was he thinkin'? What could a scrawny little guy like that do to a guy like me? No one with a tie that fancy should get into it with anyone. He should be glad I didn't beat him to a pulp for that. But I felt sorry for the guy, so I let him go. I think he's learned his lesson. I'll have another talk with him later to make sure he's got the message.",,
,,Locke,Appears when using interact button without keyword. Varies with ludcidity level.,1,,Lucid1,Got a double shift tomorrow. What a drag.,,
,,Locke,1st lie confrontation,2,Y,Traces of blood,"I was so sure he'd just stand there, cowering, like people always do. He didn't have a chance against me. But he whacked me with something heavy. I hit the floor, hard, and I could feel the blood flow over my face and onto the floor. I looked at it. It was so red. That was me. My life. It left me. I'm dead. Damn it!",,
,,Locke,Appears when using interact button without keyword. Varies with ludcidity level.,2,,Lucid2,He wasn't a threat. Definitely.,,
,,Locke,2nd lie: I got jumped for no reason.,3,Y,Office,"It came outta nowhere. Rene's eyes were wildly goin' back and forth, like he was lookin' for a way out. I was the security guard, there to protect him. Why'd he attack me? He just went mad, no rhyme or reason. Must have gone crazy. ",,
,,Locke,Appears when using interact button without keyword. Varies with ludcidity level.,3,,Lucid3,"He just whacked me there, man. Wild.",,
,,Locke,2nd lie confrontation,4,Y,Computer,I was at the computer when he came in. I saw the email. Said he was gonna lock everyone else inside and evacuate. Somethin' bad was gonna go down. I told him to let me go. Shoulda known that wouldn't fly. Stupid. Shoulda seen it comin'.,,
,,Locke,Appears when using interact button without keyword. Varies with ludcidity level.,4,,Lucid4,"He didn't have a reason, right?",,
,,Locke,3rd lie: I'm an upstanding citizen -- I protect people,5,Y,Protect,"Protect, that's what security officers do. I spent my life protecting others, and I got hit in the back of the head because I saw something I shouldn't have. What a bummer. Who's gonna protect these people now that I'm gone? Damn. At least I did good up until now.",,
,,Locke,Appears when using interact button without keyword. Varies with ludcidity level.,5,,Lucid5,I'm a good guy.,,
,,Locke,3rd lie confrontation,6,Y,Update,"They wanted me to update them all the time. It was so much pressure. The security job, that was just a show. I never protected anyone, not since I started workin' for Splinter Energy Corp. It's all a sham. I wasn't protectin' anyone. I was gonna leave the others behind if Rene had let me. Damn it! Why did I even get into this line of work anyway? Money ain't worth this. ",,
,,Locke,Appears when using interact button without keyword. Varies with ludcidity level.,6,,Lucid6,I'm good at what I do. What I really do.,,
,,Locke,,,,Gun,,,
,,Locke,,,,Chef's knife,,,
,,Locke,,,,Elevator,,,
,,Locke,,,,Soup,,,
,,Locke,,,,Filing cabinet,,,
,,Locke,,,,GRAPS,,,
,,Locke,,,,Lucid Ghosts,,,
,,Locke,,,,Company,,,
,,Locke,,,,Mop,,,
,,Locke,,,,Extinction event,,,
,,Locke,,,,Back of the head,,,
,,Locke,,,,Poison,,,
,,Locke,,,,Mother,,,
,,Locke,,,,Broken door,,,
,,Locke,,,,Photo,,,
,,Locke,,,,Tickets,,,
,,Locke,,,,Exposed spectral energy,,,
,,Locke,,,,Taser,,,
,,Locke,,,,Lunch,,,
,,Locke,,,,Resignation,,,
,,Locke,,,,Birdie,,,
,,Locke,,,,Wet paint,,,
,,Locke,,,,Leftovers,,,
,,Locke,,,,Hologram,,,
,,Locke,,,,Rat poison,,,
,,Locke,,,,Pantry,,,
,,Rene,Confused answer 1,0,,When given a keyword they can't yet give an answer to,... Production must be kept on schedule. No more delays! Production...,,
,,Rene,Confused answer 2,0,,When given a keyword they can't yet give an answer to,"... They're wasting time, taking breaks. How can we be efficient like this?...",,
,,Rene,Confused answer 3,0,,When given a keyword they can't yet give an answer to,... The employee agreement section 3 subsection 5 clearly states that every minute you're late gets subtracted from your paycheck! ...,,
,,Rene,Name,0,Y,Rene,"I am first and foremost an employee of the great corporation Decartes Power. I am Rene, Executive Senior Corporate Production Manager. I have done everything possible to resolve the situation peacefully. I followed all the company rules as far as I could. The chaos that ensued... it was out of my control.",,
,,Rene,Appears when using interact button without keyword. Varies with ludcidity level.,0,,Lucid0,Employee name is...?,,
,,Rene,,1,,Hume,,,
,,Rene,,1,,Rousseau,,,
,,Rene,,1,,Locke,,,
,,Rene,,1,,Bertrand,,,
,,Rene,,1,,Immanuel,,,
,,Rene,1st lie: I killed Locke because I had to -- he was attacking me.,1,Y,Statuette,"If only he hadn't been so aggressive. I would have let him go. Section 43 of the employee handbook, subsection 3, paragraph 3.2, clearly states that ""when your life is threatened by another, you may spend up to 5 (five) minutes to defend yourself with deadly force."" I followed the rules. He was trying to kill me, so I had no choice. I hit him with the statuette of my father.",,
,,Rene,Appears when using interact button without keyword. Varies with ludcidity level.,1,,Lucid1,I killed him...,,
,,Rene,1st lie confrontation,2,Y,Back of the head,"Locke saw the email about the evacuation. I panicked. He threatened to tell the other employees about it if I didn't let him leave the facility. I was shocked. I didn't know what to do. I couldn't just let him walk out. So when he turned his back to leave my office, I grabbed the statuette of my father and hit him over the head. I... I killed him. Just like that. There was nothing in the employee handbook about what to do when you kill someone. What else could I do?",,
,,Rene,Appears when using interact button without keyword. Varies with ludcidity level.,2,,Lucid2,He was a big employee. Good for security.,,
,,Rene,2nd lie: I'm still alive,3,Y,Soup,"I've never met anyone else who made soup like my mother. But Bertrand pulls it off somehow. I ate some when all the chaos finally ended, and it brought me back to good memories. We used to sit around the table and father would tell us about his day at work, and how excited he is to bring his sons into the business. I haven't eaten at the same table as him for a long time. Perhaps I'll put in some leave later this week, once I've finished the last of the reports. It would be nice to see mother again.",,
,,Rene,Appears when using interact button without keyword. Varies with ludcidity level.,3,,Lucid3,I was hungry afterwards.,,
,,Rene,2nd lie confrontation,4,Y,Poison,"It tasted funny, the soup. Some kind of acidity. At first, I thought it was just the blood in my mouth from where Rousseau had hit me. But then I felt it in my stomach. I felt it burn my throat. And then I remembered what Bertrand had said. ""Don't eat the soup."" He must have poisoned it. I can't believe it. I'm dead. I'm really dead.",,
,,Rene,Appears when using interact button without keyword. Varies with ludcidity level.,4,,Lucid4,Did that soup taste funny?,,
,,Rene,3rd lie: Company is the most important thing in the world,5,Y,Company,"I'm a company man, just like my father. Died on the job, just like my grandfather. A company man. Serving one's company is the noblest pursuit and I am proud of what I chose to do. There's nothing I want to take back. No other choices I would have made. I regret nothing. I am a company man, through and through.",,
,,Rene,Appears when using interact button without keyword. Varies with ludcidity level.,5,,Lucid5,I'm a good employee.,,
,,Rene,3rd lie confrontation,6,Y,Mother,"The company will notify mother and father of my death, eventually. Mother will be devastated. Why couldn't I just answer her phone calls? I know the employee handbook says ""no personal phone calls during work hours"", but she's my mother. It makes no sense to put the company first. I'll be replaced in a day at Descartes Power, but what will my mother do? I... I'm sorry, mother. I hope I find you again in the next life.",,
,,Rene,Appears when using interact button without keyword. Varies with ludcidity level.,6,,Lucid6,There's nothing to regret. I did everything by the book.,,
,,Rene,,,,Gun,,,
,,Rene,,,,Chef's knife,,,
,,Rene,,,,Elevator,,,
,,Rene,,,,Filing cabinet,,,
,,Rene,,,,GRAPS,,,
,,Rene,,,,Office,,,
,,Rene,,,,Lucid Ghosts,,,
,,Rene,,,,Computer,,,
,,Rene,,,,Mop,,,
,,Rene,,,,Extinction event,,,
,,Rene,,,,Traces of blood,,,
,,Rene,,,,Protect,,,
,,Rene,,,,Update,,,
,,Rene,,,,Broken door,,,
,,Rene,,,,Photo,,,
,,Rene,,,,Tickets,,,
,,Rene,,,,Exposed spectral energy,,,
,,Rene,,,,Taser,,,
,,Rene,,,,Lunch,,,
,,Rene,,,,Resignation,,,
,,Rene,,,,Birdie,,,
,,Rene,,,,Wet paint,,,
,,Rene,,,,Leftovers,,,
,,Rene,,,,Hologram,,,
,,Rene,,,,Rat poison,,,
,,Rene,,,,Pantry,,,
,,Rousseau,Confused answer 1,0,,When given a keyword they can't yet give an answer to,... I hope I'm going to make rent this month...,,
,,Rousseau,Confused answer 2,0,,When given a keyword they can't yet give an answer to,... This spectral energy is fluctuating too much...,,
,,Rousseau,Confused answer 3,0,,When given a keyword they can't yet give an answer to,... Connecting the cylinder to the spectral adapter...,,
,,Rousseau,,0,Y,Rousseau,I'm Rousseau. Ghost tech. I work with spectral energy. Or I was supposed to. So many things went wrong. It all happened so fast. Why did this happen?,,
,,Rousseau,Appears when using interact button without keyword. Varies with ludcidity level.,0,,Lucid0,I can't remember... who am I again?,,
,,Rousseau,,1,,Rene,,,
,,Rousseau,,3,,Hume,"Hume is great. I really depend on her. She's the engineer on this project, and longtime friend.",,
,,Rousseau,,1,,Locke,,,
,,Rousseau,,1,,Bertrand,,,
,,Rousseau,,1,,Immanuel,,,
,,Rousseau,1st lie: I don't need other people,1,Y,Lunch,I was eating lunch alone when everything went down. I always eat lunch alone. There's no reason to hang around with other people. I don't need them. I can take care of myself. Friends and family isn't something I'm interested in cultivating. ,,
,,Rousseau,Appears when using interact button without keyword. Varies with ludcidity level.,1,,Lucid1,Eating in the workshop again...,,
,,Rousseau,1st lie confrontation,2,Y,Photo,"I was alone when I arrived on Aris, but I'm not anymore. Hume reached out to me. She was there for me. She was someone I could really talk to. I played with her kids. I wasn't alone anymore. The fact is, I didn't think I'd ever have a family, like other people did. But Hume gave that to me. When I saw her bleeding out in Rene's office... something broke inside me. I can't be alone again. I just can't. I need people.",,
,,Rousseau,Appears when using interact button without keyword. Varies with ludcidity level.,2,,Lucid2,"I've never had a family, not really.",,
,,Rousseau,2nd lie: I'm still alive,3,Y,Exposed spectral energy,"Hume and Immanuel were dead. I'd been shot. Everything was falling apart. But I had to hold it together. What the GRAPS would do was bigger than me. I had to destroy it, but Rene was still after me. He still had a gun. I took the long way around to the workshop. I'd be out in the open all the way there. I somehow got to the workshop before Rene, but disabling the device without causing a meltdown wasn't that simple. So Rene came into the room before I was done. I took cover and tried to take the gun from him when he got close. After that, everything happened so fast. We were on the ground, and his arm got caught in the exposed spectral energy and it just consumed his body. I can still smell the burnt flesh. But it's over now. The GRAPS isn't active anymore. Now I just have to go report everything that happened.",,
,,Rousseau,Appears when using interact button without keyword. Varies with ludcidity level.,3,,Lucid3,What am I going to tell Hume's family when I see them again?,,
,,Rousseau,2nd lie confrontation,4,Y,Taser,"I had a taser. Hume had taken the gun. I knew Rene would come after me, so I hid and tried to get the jump on him. But I'm not made for this. I managed to knock the gun from his hands. But he managed to wrestle the taser from mine, and I watched it skitter under one of the tables. Then there was pain. I'd been nicked by spectral energy before, so I knew what had happened immediately. My eyes were focused on the taser, out of reach, and then... Well, I guess then I died.",,
,,Rousseau,Appears when using interact button without keyword. Varies with ludcidity level.,4,,Lucid4,Didn't I have something in my hand?,,
